head,tail,label,predict
Q2672666,Q47916,place served by transport hub,place served by transport hub
Q2672666,Q47916,place served by transport hub,place served by transport hub
Q2672666,Q47916,place served by transport hub,place served by transport hub
Q620090,Q775056,place served by transport hub,place served by transport hub
Q5353435,Q762743,place served by transport hub,place served by transport hub
Q7935607,Q495373,place served by transport hub,place served by transport hub
Q843229,Q19660,place served by transport hub,place served by transport hub
Q843229,Q19660,place served by transport hub,place served by transport hub
Q2673010,Q80484,place served by transport hub,place served by transport hub
Q2673010,Q80484,place served by transport hub,place served by transport hub
Q1069088,Q568137,place served by transport hub,place served by transport hub
Q32997,Q9361,place served by transport hub,licensed to broadcast to
Q32997,Q9361,place served by transport hub,place served by transport hub
Q1431308,Q13464,place served by transport hub,place served by transport hub
Q1049288,Q3870,place served by transport hub,place served by transport hub
Q1049288,Q3870,place served by transport hub,place served by transport hub
Q652704,Q781361,place served by transport hub,place served by transport hub
Q830551,Q492503,place served by transport hub,place served by transport hub
Q5619447,Q79556,place served by transport hub,place served by transport hub
Q28163426,Q3314063,place served by transport hub,place served by transport hub
Q832701,Q3237,place served by transport hub,NA
Q6465644,Q749224,place served by transport hub,place served by transport hub
Q13417236,Q448966,place served by transport hub,place served by transport hub
Q25067584,Q1002700,place served by transport hub,NA
Q6730879,Q548384,place served by transport hub,place served by transport hub
Q2875720,Q2307472,place served by transport hub,place served by transport hub
Q1595059,Q1154,place served by transport hub,place served by transport hub
Q652578,Q864024,place served by transport hub,place served by transport hub
Q570873,Q3766,place served by transport hub,place served by transport hub
Q1708704,Q1165396,place served by transport hub,place served by transport hub
Q14681184,Q79582,place served by transport hub,place served by transport hub
Q1365099,Q4301,place served by transport hub,place served by transport hub
Q522496,Q131233,place served by transport hub,place served by transport hub
Q2875938,Q208098,place served by transport hub,place served by transport hub
Q17016016,Q2280439,place served by transport hub,place served by transport hub
Q8050637,Q983832,place served by transport hub,place served by transport hub
Q7555134,Q892276,place served by transport hub,place served by transport hub
Q61066,Q3037,place served by transport hub,place served by transport hub
Q61066,Q3037,place served by transport hub,place served by transport hub
Q61066,Q3037,place served by transport hub,NA
Q61066,Q3037,place served by transport hub,place served by transport hub
Q61066,Q3037,place served by transport hub,place served by transport hub
Q25036858,Q25906220,place served by transport hub,place served by transport hub
Q6772584,Q12443,place served by transport hub,place served by transport hub
Q64833,Q16461,place served by transport hub,place served by transport hub
Q478595,Q1854,place served by transport hub,place served by transport hub
Q478595,Q1854,place served by transport hub,place served by transport hub
Q2670003,Q657461,place served by transport hub,place served by transport hub
Q2383453,Q656,place served by transport hub,place served by transport hub
Q3888153,Q1708108,place served by transport hub,place served by transport hub
Q631430,Q1007098,place served by transport hub,place served by transport hub
Q917528,Q187805,place served by transport hub,place served by transport hub
Q531800,Q1012419,place served by transport hub,place served by transport hub
Q905906,Q776930,place served by transport hub,place served by transport hub
Q2875922,Q1887662,place served by transport hub,place served by transport hub
Q3887968,Q49185,place served by transport hub,place served by transport hub
Q10853379,Q1004712,place served by transport hub,place served by transport hub
Q7056358,Q989960,place served by transport hub,place served by transport hub
Q381688,Q51111,place served by transport hub,place served by transport hub
Q1043631,Q1024647,place served by transport hub,place served by transport hub
Q16895494,Q3866,place served by transport hub,place served by transport hub
Q1323400,Q130281,place served by transport hub,place served by transport hub
Q1321647,Q155195,place served by transport hub,place served by transport hub
Q180129,Q48370,place served by transport hub,place served by transport hub
Q1431113,Q15093,place served by transport hub,place served by transport hub
Q3274365,Q16563,place served by transport hub,place served by transport hub
Q959295,Q1439157,place served by transport hub,place served by transport hub
Q1030546,Q2214151,place served by transport hub,place served by transport hub
Q7934312,Q137919,place served by transport hub,place served by transport hub
Q729886,Q25804,place served by transport hub,place served by transport hub
Q242066,Q172,place served by transport hub,place served by transport hub
Q242066,Q172,place served by transport hub,place served by transport hub
Q242066,Q172,place served by transport hub,place served by transport hub
Q242066,Q172,place served by transport hub,located in the administrative territorial entity
Q242066,Q172,place served by transport hub,place served by transport hub
Q242066,Q172,place served by transport hub,place served by transport hub
Q242066,Q172,place served by transport hub,place served by transport hub
Q736627,Q340,place served by transport hub,place served by transport hub
Q736627,Q340,place served by transport hub,place served by transport hub
Q736627,Q340,place served by transport hub,place served by transport hub
Q736627,Q340,place served by transport hub,headquarters location
Q736627,Q340,place served by transport hub,place served by transport hub
Q736627,Q340,place served by transport hub,place served by transport hub
Q2285574,Q495730,place served by transport hub,place served by transport hub
Q2902476,Q756267,place served by transport hub,NA
Q2213419,Q79860,place served by transport hub,place served by transport hub
Q943743,Q36433,place served by transport hub,place served by transport hub
Q12692416,Q3021388,place served by transport hub,place served by transport hub
Q1937966,Q1028110,place served by transport hub,place served by transport hub
Q1433053,Q936782,place served by transport hub,place served by transport hub
Q2011846,Q489776,place served by transport hub,place served by transport hub
Q1530683,Q8179,place served by transport hub,place served by transport hub
Q2902444,Q655734,place served by transport hub,NA
Q2886453,Q1519,place served by transport hub,NA
Q1320523,Q28515,place served by transport hub,place served by transport hub
Q5467650,Q567814,place served by transport hub,place served by transport hub
Q607230,Q23681,place served by transport hub,place served by transport hub
Q969671,Q271730,place served by transport hub,place served by transport hub
Q1319272,Q3141,place served by transport hub,place served by transport hub
Q1319272,Q3141,place served by transport hub,place served by transport hub
Q1319272,Q3141,place served by transport hub,place served by transport hub
Q1319272,Q3141,place served by transport hub,place served by transport hub
Q1319272,Q3141,place served by transport hub,NA
Q3595649,Q2980652,place served by transport hub,place served by transport hub
Q7419789,Q844837,place served by transport hub,place served by transport hub
Q223416,Q90,place served by transport hub,place served by transport hub
Q1657604,Q30994,place served by transport hub,place served by transport hub
Q12693835,Q2778747,place served by transport hub,place served by transport hub
Q1431475,Q1472864,place served by transport hub,place served by transport hub
Q10853394,Q639452,place served by transport hub,place served by transport hub
Q1709059,Q2538368,place served by transport hub,place served by transport hub
Q1431631,Q11462,place served by transport hub,place served by transport hub
Q1431631,Q11462,place served by transport hub,place served by transport hub
Q1431631,Q11462,place served by transport hub,place served by transport hub
Q929859,Q49233,place served by transport hub,place served by transport hub
Q21974285,Q530084,place served by transport hub,place served by transport hub
Q7646281,Q1019949,place served by transport hub,place served by transport hub
Q955433,Q7903,place served by transport hub,place served by transport hub
Q955433,Q7903,place served by transport hub,NA
Q5456581,Q49243,place served by transport hub,NA
Q636824,Q768314,place served by transport hub,place served by transport hub
Q5444795,Q41211,place served by transport hub,located on terrain feature
Q6745883,Q983604,place served by transport hub,place served by transport hub
Q765608,Q1555,place served by transport hub,place served by transport hub
Q765608,Q1555,place served by transport hub,place served by transport hub
Q765608,Q1555,place served by transport hub,place served by transport hub
Q1927833,Q372920,place served by transport hub,place served by transport hub
Q1190316,Q1362,place served by transport hub,place served by transport hub
Q16896327,Q51070,place served by transport hub,place served by transport hub
Q3274027,Q2002936,place served by transport hub,place served by transport hub
Q16900962,Q6106,place served by transport hub,place served by transport hub
Q3565424,Q1020602,place served by transport hub,NA
Q8017265,Q2220501,place served by transport hub,place served by transport hub
Q788810,Q39178,place served by transport hub,place served by transport hub
Q2090101,Q131620,place served by transport hub,place served by transport hub
Q1360523,Q41211,place served by transport hub,NA
Q1360523,Q41211,place served by transport hub,place served by transport hub
Q1360523,Q41211,place served by transport hub,place served by transport hub
Q1360523,Q41211,place served by transport hub,place served by transport hub
Q1360523,Q41211,place served by transport hub,place served by transport hub
Q12693774,Q5784,place served by transport hub,place served by transport hub
Q6402378,Q467501,place served by transport hub,place served by transport hub
Q905933,Q3674,place served by transport hub,place served by transport hub
Q7366439,Q2349502,place served by transport hub,place served by transport hub
Q387560,Q30002,place served by transport hub,place served by transport hub
Q7060183,Q969223,place served by transport hub,place served by transport hub
Q597396,Q490584,place served by transport hub,place served by transport hub
Q597396,Q490584,place served by transport hub,place served by transport hub
Q7404650,Q488125,place served by transport hub,place served by transport hub
Q5482369,Q3453197,place served by transport hub,place served by transport hub
Q3884853,Q43421,place served by transport hub,NA
Q1653962,Q28920,place served by transport hub,place served by transport hub
Q2886528,Q1858,place served by transport hub,place served by transport hub
Q1415006,Q2467,place served by transport hub,place served by transport hub
Q7186890,Q16556,place served by transport hub,place served by transport hub
Q2063727,Q1019532,place served by transport hub,place served by transport hub
Q859876,Q40921,place served by transport hub,place served by transport hub
Q3887824,Q79718,place served by transport hub,place served by transport hub
Q534251,Q31026,place served by transport hub,place served by transport hub
Q5013269,Q165444,place served by transport hub,place served by transport hub
Q5013269,Q165444,place served by transport hub,place served by transport hub
Q5013269,Q165444,place served by transport hub,NA
Q3275909,Q221921,place served by transport hub,place served by transport hub
Q2875753,Q285599,place served by transport hub,NA
Q525030,Q3787,place served by transport hub,place served by transport hub
Q525030,Q3787,place served by transport hub,place served by transport hub
Q4272430,Q5984,place served by transport hub,place served by transport hub
Q18355676,Q518237,place served by transport hub,place served by transport hub
Q1431257,Q48278,place served by transport hub,place served by transport hub
Q1431257,Q48278,place served by transport hub,place served by transport hub
Q3299637,Q3685,place served by transport hub,place served by transport hub
Q2902785,Q1579457,place served by transport hub,place served by transport hub
Q908296,Q37951,place served by transport hub,place served by transport hub
Q908296,Q37951,place served by transport hub,place served by transport hub
Q1499872,Q34863,place served by transport hub,place served by transport hub
Q1499872,Q34863,place served by transport hub,place served by transport hub
Q1499872,Q34863,place served by transport hub,place served by transport hub
Q1499872,Q34863,place served by transport hub,place served by transport hub
Q5442691,Q187805,place served by transport hub,place served by transport hub
Q5442691,Q187805,place served by transport hub,NA
Q6587102,Q49191,place served by transport hub,place served by transport hub
Q8709,Q84,place served by transport hub,NA
Q8709,Q84,place served by transport hub,place served by transport hub
Q8709,Q84,place served by transport hub,NA
Q8709,Q84,place served by transport hub,place served by transport hub
Q8709,Q84,place served by transport hub,place served by transport hub
Q8709,Q84,place served by transport hub,place served by transport hub
Q8709,Q84,place served by transport hub,place served by transport hub
Q160094,Q36167,place served by transport hub,place served by transport hub
Q1432755,Q1003164,place served by transport hub,place served by transport hub
Q2876065,Q34820,place served by transport hub,place served by transport hub
Q1575175,Q60,place served by transport hub,place served by transport hub
Q5462388,Q1379621,place served by transport hub,place served by transport hub
Q3646815,Q94775,place served by transport hub,place served by transport hub
Q2902480,Q955228,place served by transport hub,place served by transport hub
Q7126092,Q186141,place served by transport hub,place served by transport hub
Q7376063,Q2900,place served by transport hub,place served by transport hub
Q7376063,Q2900,place served by transport hub,place served by transport hub
Q349673,Q130191,place served by transport hub,place served by transport hub
Q1430826,Q198989,place served by transport hub,place served by transport hub
Q8979,Q10686,place served by transport hub,place served by transport hub
Q28934,Q240,place served by transport hub,place served by transport hub
Q3694521,Q1017696,place served by transport hub,place served by transport hub
Q3914582,Q755559,place served by transport hub,place served by transport hub
Q1657937,Q849292,place served by transport hub,place served by transport hub
Q8988,Q79848,place served by transport hub,NA
Q14686649,Q1278280,place served by transport hub,place served by transport hub
Q7399709,Q200123,place served by transport hub,place served by transport hub
Q7399709,Q200123,place served by transport hub,place served by transport hub
Q527157,Q35178,place served by transport hub,place served by transport hub
Q708576,Q713381,place served by transport hub,place served by transport hub
Q1655488,Q968158,place served by transport hub,place served by transport hub
Q32999,Q1741,place served by transport hub,place served by transport hub
Q3274627,Q1979185,place served by transport hub,place served by transport hub
Q652505,Q12439,place served by transport hub,place served by transport hub
Q1707887,Q26887,place served by transport hub,place served by transport hub
Q2928993,Q44016,place served by transport hub,place served by transport hub
Q1175431,Q140075,place served by transport hub,place served by transport hub
Q3913914,Q754868,place served by transport hub,place served by transport hub
Q28797312,Q456842,place served by transport hub,NA
Q2388744,Q649,place served by transport hub,NA
Q7455033,Q6273481,place served by transport hub,place served by transport hub
Q2134812,Q855314,place served by transport hub,located in the administrative territorial entity
Q5330836,Q754306,place served by transport hub,place served by transport hub
Q1939560,Q1068595,place served by transport hub,NA
Q829643,Q851838,place served by transport hub,place served by transport hub
Q2901846,Q2307548,place served by transport hub,place served by transport hub
Q2232506,Q18970,place served by transport hub,place served by transport hub
Q1032934,Q3630,place served by transport hub,place served by transport hub
Q1032934,Q3630,place served by transport hub,NA
Q1936891,Q235190,place served by transport hub,place served by transport hub
Q5309352,Q5306283,place served by transport hub,NA
Q29104,Q9347,place served by transport hub,place served by transport hub
Q7199486,Q49184,place served by transport hub,place served by transport hub
Q153191,Q2468415,place served by transport hub,place served by transport hub
Q33156,Q45604,place served by transport hub,place served by transport hub
Q7911753,Q2154617,place served by transport hub,place served by transport hub
Q707731,Q2044,place served by transport hub,place served by transport hub
Q4754070,Q1506880,place served by transport hub,place served by transport hub
Q7630421,Q141310,place served by transport hub,place served by transport hub
Q5622848,Q1920861,place served by transport hub,place served by transport hub
Q1657383,Q970792,place served by transport hub,located in the administrative territorial entity
Q652545,Q36281,place served by transport hub,place served by transport hub
Q1657287,Q430267,place served by transport hub,place served by transport hub
Q2233018,Q14501,place served by transport hub,place served by transport hub
Q3913448,Q755420,place served by transport hub,place served by transport hub
Q3914445,Q1065459,place served by transport hub,place served by transport hub
Q44553,Q4888033,place served by transport hub,place served by transport hub
Q177473,Q819664,place served by transport hub,place served by transport hub
Q2875743,Q34986,place served by transport hub,place served by transport hub
Q7277291,Q212289,place served by transport hub,place served by transport hub
Q6588260,Q33180,place served by transport hub,place served by transport hub
Q24061424,Q1913338,place served by transport hub,place served by transport hub
Q2231517,Q916536,place served by transport hub,place served by transport hub
Q2902617,Q1001828,place served by transport hub,place served by transport hub
Q4784231,Q1805391,place served by transport hub,place served by transport hub
Q2231559,Q328846,place served by transport hub,place served by transport hub
Q635826,Q289693,place served by transport hub,place served by transport hub
Q676576,Q5092,place served by transport hub,NA
Q676576,Q5092,place served by transport hub,place served by transport hub
Q1332979,Q487096,place served by transport hub,place served by transport hub
Q3239110,Q183032,place served by transport hub,NA
Q2276582,Q397826,place served by transport hub,place served by transport hub
Q2276582,Q397826,place served by transport hub,licensed to broadcast to
Q7054774,Q1010199,place served by transport hub,place served by transport hub
Q753531,Q3726,place served by transport hub,place served by transport hub
Q2901599,Q981845,place served by transport hub,place served by transport hub
Q2901599,Q981845,place served by transport hub,place served by transport hub
Q970413,Q244415,place served by transport hub,place served by transport hub
Q1033097,Q36281,place served by transport hub,place served by transport hub
Q28219774,Q3130,place served by transport hub,place served by transport hub
Q1043277,Q389190,place served by transport hub,place served by transport hub
Q153592,Q374365,place served by transport hub,place served by transport hub
Q153592,Q374365,place served by transport hub,place served by transport hub
Q153592,Q374365,place served by transport hub,place served by transport hub
Q702019,Q1867,place served by transport hub,place served by transport hub
Q2719346,Q6816,place served by transport hub,place served by transport hub
Q186614,Q649,place served by transport hub,place served by transport hub
Q186614,Q649,place served by transport hub,place served by transport hub
Q1444671,Q990738,place served by transport hub,place served by transport hub
Q388535,Q1348,place served by transport hub,place served by transport hub
Q388535,Q1348,place served by transport hub,place served by transport hub
Q10853391,Q2303714,place served by transport hub,place served by transport hub
Q1327949,Q3919,place served by transport hub,place served by transport hub
Q2320308,Q34692,place served by transport hub,place served by transport hub
Q2320308,Q34692,place served by transport hub,place served by transport hub
Q1935013,Q1085,place served by transport hub,place served by transport hub
Q972271,Q485581,place served by transport hub,place served by transport hub
Q581901,Q14467,place served by transport hub,place served by transport hub
Q2875860,Q1011051,place served by transport hub,place served by transport hub
Q3915261,Q126269,place served by transport hub,place served by transport hub
Q3886398,Q518466,place served by transport hub,place served by transport hub
Q1430977,Q898857,place served by transport hub,located in the administrative territorial entity
Q4111595,Q157144,place served by transport hub,place served by transport hub
Q290527,Q127041,place served by transport hub,place served by transport hub
Q15533,Q7984754,place served by transport hub,place served by transport hub
Q8051984,Q956110,place served by transport hub,place served by transport hub
Q10851312,Q979056,place served by transport hub,place served by transport hub
Q1411192,Q1960,place served by transport hub,place served by transport hub
Q1411192,Q1960,place served by transport hub,place served by transport hub
Q8058655,Q216820,place served by transport hub,place served by transport hub
Q16899715,Q187831,place served by transport hub,place served by transport hub
Q5364362,Q945084,place served by transport hub,place served by transport hub
Q3277758,Q485708,place served by transport hub,place served by transport hub
Q3277758,Q485708,place served by transport hub,place served by transport hub
Q1286295,Q696074,place served by transport hub,place served by transport hub
Q2262149,Q34370,place served by transport hub,place served by transport hub
Q2262149,Q34370,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,NA
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,NA
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,located in the administrative territorial entity
Q8691,Q84,place served by transport hub,NA
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q8691,Q84,place served by transport hub,place served by transport hub
Q1191525,Q12193,place served by transport hub,place served by transport hub
Q1432595,Q16567,place served by transport hub,place served by transport hub
Q3274683,Q23556,place served by transport hub,place served by transport hub
Q2724008,Q2061,place served by transport hub,place served by transport hub
Q598311,Q152225,place served by transport hub,place served by transport hub
Q853886,Q2624848,place served by transport hub,place served by transport hub
Q488368,Q109374,place served by transport hub,place served by transport hub
Q3606044,Q2049424,place served by transport hub,place served by transport hub
Q6652959,Q202736,place served by transport hub,NA
Q1936968,Q1575935,place served by transport hub,place served by transport hub
Q17581,Q3130,place served by transport hub,place served by transport hub
Q17581,Q3130,place served by transport hub,place served by transport hub
Q1432520,Q6588,place served by transport hub,place served by transport hub
Q5211664,Q967748,place served by transport hub,place served by transport hub
Q123222,Q1001901,place served by transport hub,place served by transport hub
Q2670526,Q221883,place served by transport hub,place served by transport hub
Q4711997,Q319272,place served by transport hub,place served by transport hub
Q1432199,Q622841,place served by transport hub,place served by transport hub
Q7852144,Q3292530,place served by transport hub,place served by transport hub
Q1054163,Q1850,place served by transport hub,located on terrain feature
Q652383,Q899873,place served by transport hub,place served by transport hub
Q2901394,Q3709757,place served by transport hub,place served by transport hub
Q6587048,Q171612,place served by transport hub,place served by transport hub
Q1431399,Q199500,place served by transport hub,place served by transport hub
Q176146,Q128349,place served by transport hub,place served by transport hub
Q176146,Q128349,place served by transport hub,place served by transport hub
Q3499964,Q580649,place served by transport hub,located in the administrative territorial entity
Q4711466,Q49236,place served by transport hub,place served by transport hub
Q127671,Q2887,place served by transport hub,NA
Q1708583,Q864106,place served by transport hub,place served by transport hub
Q2739991,Q1345,place served by transport hub,place served by transport hub
Q656854,Q541435,place served by transport hub,place served by transport hub
Q482493,Q8684,place served by transport hub,place served by transport hub
Q482493,Q8684,place served by transport hub,place served by transport hub
Q482493,Q8684,place served by transport hub,place served by transport hub
Q1880024,Q8042,place served by transport hub,place served by transport hub
Q6588459,Q7698447,place served by transport hub,place served by transport hub
Q6479336,Q974112,place served by transport hub,place served by transport hub
Q10853684,Q3894,place served by transport hub,place served by transport hub
Q44923,Q3624,place served by transport hub,place served by transport hub
Q7371313,Q1012706,place served by transport hub,NA
Q3887489,Q1373278,place served by transport hub,place served by transport hub
Q16897548,Q1811472,place served by transport hub,place served by transport hub
Q2875819,Q1024659,place served by transport hub,place served by transport hub
Q7617473,Q1065452,place served by transport hub,place served by transport hub
Q1430810,Q50189,place served by transport hub,place served by transport hub
Q652265,Q49256,place served by transport hub,place served by transport hub
Q16898872,Q51599,place served by transport hub,place served by transport hub
Q1433022,Q126148,place served by transport hub,place served by transport hub
Q1432789,Q83813,place served by transport hub,place served by transport hub
Q1657769,Q1361,place served by transport hub,place served by transport hub
Q532778,Q9365,place served by transport hub,place served by transport hub
Q2231909,Q132043,place served by transport hub,place served by transport hub
Q3565926,Q48274,place served by transport hub,place served by transport hub
Q177689,Q3761,place served by transport hub,NA
Q177689,Q3761,place served by transport hub,place served by transport hub
Q177689,Q3761,place served by transport hub,located in the administrative territorial entity
Q32190,Q956,place served by transport hub,place served by transport hub
Q1430989,Q6221,place served by transport hub,place served by transport hub
Q4731599,Q1913925,place served by transport hub,place served by transport hub
Q2722850,Q11864,place served by transport hub,place served by transport hub
Q2902825,Q864675,place served by transport hub,place served by transport hub
Q1934995,Q13386,place served by transport hub,place served by transport hub
Q17567,Q49221,place served by transport hub,place served by transport hub
Q5608629,Q80012,place served by transport hub,place served by transport hub
Q816717,Q1362,place served by transport hub,place served by transport hub
Q816717,Q1362,place served by transport hub,place served by transport hub
Q3275007,Q43196,place served by transport hub,place served by transport hub
Q598259,Q49241,place served by transport hub,place served by transport hub
Q598259,Q49241,place served by transport hub,place served by transport hub
Q889070,Q3724,place served by transport hub,located in the administrative territorial entity
Q59633,Q25923,place served by transport hub,place served by transport hub
Q1432172,Q2279283,place served by transport hub,place served by transport hub
Q283970,Q4803,place served by transport hub,place served by transport hub
Q7926998,Q784496,place served by transport hub,NA
Q482497,Q29151,place served by transport hub,place served by transport hub
Q4568758,Q12443,place served by transport hub,place served by transport hub
Q1194015,Q87,place served by transport hub,place served by transport hub
Q1810907,Q1770,place served by transport hub,NA
Q1810907,Q1770,place served by transport hub,place served by transport hub
Q892783,Q9733,place served by transport hub,place served by transport hub
Q483223,Q16520,place served by transport hub,place served by transport hub
Q1551483,Q3141,place served by transport hub,place served by transport hub
Q964835,Q848672,place served by transport hub,place served by transport hub
Q620706,Q3604,place served by transport hub,NA
Q5318578,Q1268670,place served by transport hub,place served by transport hub
Q3085034,Q628503,place served by transport hub,place served by transport hub
Q18343134,Q5582862,place served by transport hub,NA
Q1430948,Q811130,place served by transport hub,place served by transport hub
Q477677,Q1899,place served by transport hub,place served by transport hub
Q665948,Q737765,place served by transport hub,place served by transport hub
Q665948,Q737765,place served by transport hub,place served by transport hub
Q1837108,Q47135,place served by transport hub,place served by transport hub
Q17570,Q1638164,place served by transport hub,place served by transport hub
Q2901886,Q1779125,place served by transport hub,NA
Q5685452,Q820235,place served by transport hub,place served by transport hub
Q3538450,Q570937,place served by transport hub,place served by transport hub
Q733738,Q3141,place served by transport hub,place served by transport hub
Q27596,Q146723,place served by transport hub,NA
Q949831,Q488134,place served by transport hub,place served by transport hub
Q949831,Q488134,place served by transport hub,place served by transport hub
Q127721,Q41997,place served by transport hub,place served by transport hub
Q385356,Q48403,place served by transport hub,place served by transport hub
Q385356,Q48403,place served by transport hub,place served by transport hub
Q385356,Q48403,place served by transport hub,place served by transport hub
Q385356,Q48403,place served by transport hub,place served by transport hub
Q385356,Q48403,place served by transport hub,place served by transport hub
Q6499745,Q755128,place served by transport hub,place served by transport hub
Q844281,Q25287,place served by transport hub,place served by transport hub
Q4759072,Q509541,place served by transport hub,place served by transport hub
Q12694876,Q188049,place served by transport hub,place served by transport hub
Q58226,Q1718,place served by transport hub,place served by transport hub
Q1708732,Q570829,place served by transport hub,place served by transport hub
Q5153221,Q788794,place served by transport hub,place served by transport hub
Q3914081,Q1931362,place served by transport hub,NA
Q1977854,Q1005555,place served by transport hub,place served by transport hub
Q7605416,Q984721,place served by transport hub,place served by transport hub
Q2627988,Q642696,place served by transport hub,place served by transport hub
Q7945760,Q810998,place served by transport hub,place served by transport hub
Q2902318,Q144856,place served by transport hub,place served by transport hub
Q12692021,Q2924383,place served by transport hub,place served by transport hub
Q635361,Q165972,place served by transport hub,place served by transport hub
Q1142225,Q1491,place served by transport hub,place served by transport hub
Q12694168,Q2486629,place served by transport hub,place served by transport hub
Q3374224,Q498627,place served by transport hub,place served by transport hub
Q4087670,Q852658,place served by transport hub,place served by transport hub
Q598002,Q3897,place served by transport hub,place served by transport hub
Q703921,Q713310,place served by transport hub,place served by transport hub
Q598269,Q166304,place served by transport hub,place served by transport hub
Q2247550,Q208097,place served by transport hub,place served by transport hub
Q7560814,Q200054,place served by transport hub,place served by transport hub
Q7930472,Q1756745,place served by transport hub,place served by transport hub
Q19574884,Q754338,place served by transport hub,place served by transport hub
Q922675,Q336350,place served by transport hub,place served by transport hub
Q1432096,Q649,place served by transport hub,place served by transport hub
Q1655407,Q994967,place served by transport hub,place served by transport hub
Q10853404,Q976490,place served by transport hub,place served by transport hub
Q3544931,Q990109,place served by transport hub,place served by transport hub
Q38805,Q25362,place served by transport hub,place served by transport hub
Q937590,Q18438,place served by transport hub,place served by transport hub
Q221279,Q9326,place served by transport hub,place served by transport hub
Q3913389,Q1361,place served by transport hub,place served by transport hub
Q3813482,Q982477,place served by transport hub,place served by transport hub
Q217226,Q19689,place served by transport hub,place served by transport hub
Q597366,Q3106552,place served by transport hub,place served by transport hub
Q1197691,Q4970,place served by transport hub,place served by transport hub
Q932514,Q40846,place served by transport hub,place served by transport hub
Q932514,Q40846,place served by transport hub,NA
Q849383,Q2634,place served by transport hub,place served by transport hub
Q849383,Q2634,place served by transport hub,place served by transport hub
Q2247528,Q170115,place served by transport hub,place served by transport hub
Q7300558,Q237896,place served by transport hub,place served by transport hub
Q1030578,Q844091,place served by transport hub,place served by transport hub
Q5472378,Q16558,place served by transport hub,place served by transport hub
Q384788,Q1486,place served by transport hub,place served by transport hub
Q384788,Q1486,place served by transport hub,place served by transport hub
Q1655287,Q1030184,place served by transport hub,place served by transport hub
Q1124922,Q1953,place served by transport hub,place served by transport hub
Q1124922,Q1953,place served by transport hub,NA
Q1322397,Q1134454,place served by transport hub,NA
Q651330,Q81621,place served by transport hub,place served by transport hub
Q1147420,Q2423,place served by transport hub,place served by transport hub
Q1431935,Q84,place served by transport hub,place served by transport hub
Q1232433,Q3141,place served by transport hub,place served by transport hub
Q1232433,Q3141,place served by transport hub,place served by transport hub
Q1232433,Q3141,place served by transport hub,place served by transport hub
Q2876099,Q478207,place served by transport hub,place served by transport hub
Q5432665,Q2276773,place served by transport hub,place served by transport hub
Q392784,Q225641,place served by transport hub,NA
Q25037266,Q849835,place served by transport hub,place served by transport hub
Q1658243,Q66616,place served by transport hub,place served by transport hub
Q919952,Q51599,place served by transport hub,place served by transport hub
Q4381230,Q697802,place served by transport hub,NA
Q1321390,Q166282,place served by transport hub,place served by transport hub
Q670038,Q3915,place served by transport hub,place served by transport hub
Q2232580,Q738303,place served by transport hub,place served by transport hub
Q644963,Q3844,place served by transport hub,place served by transport hub
Q25060,Q1000139,place served by transport hub,place served by transport hub
Q6588637,Q49239,place served by transport hub,place served by transport hub
Q257631,Q19660,place served by transport hub,place served by transport hub
Q257631,Q19660,place served by transport hub,place served by transport hub
Q1200033,Q1629,place served by transport hub,place served by transport hub
Q7115707,Q209338,place served by transport hub,place served by transport hub
Q1192962,Q41087,place served by transport hub,place served by transport hub
Q3565917,Q219656,place served by transport hub,place served by transport hub
Q1430743,Q213898,place served by transport hub,place served by transport hub
Q17896,Q231765,place served by transport hub,place served by transport hub
Q17896,Q231765,place served by transport hub,place served by transport hub
Q1657653,Q985648,place served by transport hub,place served by transport hub
Q1984520,Q128133,place served by transport hub,place served by transport hub
Q181479,Q33935,place served by transport hub,place served by transport hub
Q181479,Q33935,place served by transport hub,place served by transport hub
Q181479,Q33935,place served by transport hub,place served by transport hub
Q3500191,Q3070,place served by transport hub,place served by transport hub
Q1431221,Q14440,place served by transport hub,NA
Q1915140,Q47134,place served by transport hub,place served by transport hub
Q5493537,Q462184,place served by transport hub,place served by transport hub
Q591971,Q327012,place served by transport hub,place served by transport hub
Q5608857,Q115043,place served by transport hub,place served by transport hub
Q4784257,Q626247,place served by transport hub,place served by transport hub
Q2673175,Q28327,place served by transport hub,place served by transport hub
Q794549,Q2145,place served by transport hub,NA
Q192733,Q649,place served by transport hub,place served by transport hub
Q192733,Q649,place served by transport hub,place served by transport hub
Q192733,Q649,place served by transport hub,place served by transport hub
Q192733,Q649,place served by transport hub,place served by transport hub
